[ 2026-09-01 21:46:33,814] 35 dotenv.main - WARNING - python-dotenv could not parse statement starting at line 9
[ 2026-09-01 21:46:49,737] 35 dotenv.main - WARNING - python-dotenv could not parse statement starting at line 9
[ 2026-09-01 21:46:49,749] 132 faiss.loader - INFO - Loading faiss with AVX2 support.
[ 2026-09-01 21:46:49,750] 137 faiss.loader - INFO - Could not load library with AVX2 support due to:
ModuleNotFoundError("No module named 'faiss.swigfaiss_avx2'")
[ 2026-09-01 21:46:49,750] 156 faiss.loader - INFO - Loading faiss.
[ 2026-09-01 21:46:49,939] 158 faiss.loader - INFO - Successfully loaded faiss.
[ 2026-09-01 21:46:50,018] 35 dotenv.main - WARNING - python-dotenv could not parse statement starting at line 9
[ 2026-09-01 21:46:50,215] 35 dotenv.main - WARNING - python-dotenv could not parse statement starting at line 9
[ 2026-09-01 21:46:50,217] 35 dotenv.main - WARNING - python-dotenv could not parse statement starting at line 9
[ 2026-09-01 21:46:50,219] 35 dotenv.main - WARNING - python-dotenv could not parse statement starting at line 9
[ 2026-09-01 21:47:18,520] 41 root - INFO - [INFO] 0jspaMLxBig : Extracted video id from url
[ 2026-09-01 21:47:18,557] 29 root - INFO - [INFO] 0jspaMLxBig : Vector store initialised for 0jspaMLxBig
[ 2026-09-01 21:47:20,705] 26 root - INFO - [INFO] Pickle file faiss_store\0jspaMLxBig\metadata.pkl loaded
[ 2026-09-01 21:47:20,706] 86 root - INFO - [INFO] 0jspaMLxBig : Faiss index and Metadata loaded
[ 2026-09-01 21:47:20,707] 56 root - INFO - [INFO] 0jspaMLxBig Existing vetorstore loaded for 0jspaMLxBig
[ 2026-09-01 21:47:27,406] 65 root - INFO - [INFO] 0jspaMLxBig OpenAI chat model initialised: gpt-4o-mini
[ 2026-09-01 21:47:27,410] 118 root - INFO - [INFO] Prompt with context and query loaded
[ 2026-09-01 21:47:31,574] 1025 httpx - INFO - HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
[ 2026-09-01 21:47:31,609] 121 root - INFO - [INFO] Response generated by llm for the query: What was the pr..
[ 2026-09-01 21:47:31,610] 118 root - INFO - [INFO] Prompt with context and query loaded
[ 2026-09-01 21:47:35,665] 1025 httpx - INFO - HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
[ 2026-09-01 21:47:35,681] 121 root - INFO - [INFO] Response generated by llm for the query: What was the 'f..
[ 2026-09-01 21:47:35,682] 118 root - INFO - [INFO] Prompt with context and query loaded
